ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
ASM,American Samoa,Com,435.0,287099760.5459,139723137.54999998,67607823.95,0.0,0.0,176477.84270897528,494430722.0508,405.69619013557536,2801.658919109477
ASM,American Samoa,Ind,224.0,278789562.5258,72001000.42,29983418.48,0.0,0.0,98352.40862218781,380773981.42509997,439.07325277762413,3871.5267552603614
ASM,American Samoa,Res,17017.0,1835500943.93072,3740933195.25,1044428367.12,10963.000002955,54508.163855472994,2868683.521919411,6620862506.3201,168.5775120126586,2307.9794113678104
AUS,Australia,Com,204290.0,2444901918357.0107,1402782475285.4658,908945342054.6646,0.0,0.0,1490345736.0119522,4756629735697.141,7295.245660639053,3191.628372370499
AUS,Australia,Ind,143907.0,398716478753.7522,138487407694.95355,141772140481.74997,0.0,0.0,220923991.33291194,678976026930.4558,1535.1858584565862,3073.346732665634
AUS,Australia,Res,8419661.0,3153485286936.134,2241537514924.361,2047623650859.2827,10227538.0,24506767.0,2487458430.0,7442646452719.777,295.43451096190216,2992.0686765888095
COK,Cook Islands,Com,1565.0,250987502.1166768,192964121.5312855,193779666.573492,0.0,0.0,605655.2780409276,637731290.2099384,387.0001776619346,1052.9608398242065
COK,Cook Islands,Ind,60.0,13159577.311878,7430595.2414549,6310579.278049,0.0,0.0,15928.569027142292,26900751.829594,265.47615045237154,1688.8366923453766
COK,Cook Islands,Res,8357.0,378689109.3142229,348400682.24929696,464529945.1189215,4372.70383302,17794.999998389998,1123786.0197144565,1191619736.6809032,134.47242069097243,1060.3617733059916
FJI,Fiji,Com,8717.963643903,399395519.73851585,281078121.54361105,383666606.3132272,0.0,0.0,954617.019019905,1064140247.5951978,109.50000000143686,1114.7300188380666
FJI,Fiji,Ind,1740.147171579,153809675.0002734,76808162.65708223,100251812.0526113,0.0,0.0,295825.019172113,330869649.7114206,170.00000000211648,1118.464052288013
FJI,Fiji,Res,178096.73035638,2847182811.477805,3836149920.0021167,3462002432.4046307,190987.999999876,879780.999999565,13224088.058201145,10145335163.874506,74.25227870123791,767.1859956787495
GUM,Guam,Com,1788.0,887924416.86,657160822.9242,232818225.08352003,0.0,0.0,663987.3172868178,1777903464.87,371.3575600038131,2677.6166028816056
GUM,Guam,Ind,876.0,523557373.95,294239244.17730004,54799005.14052,0.0,0.0,260407.22117070938,872595623.25,297.2685173181614,3350.8887323749436
GUM,Guam,Res,34129.0,5727270115.335,9052910323.694,2401629906.89954,50566.999987833,155823.0,7802805.555437447,17181810346.005,228.62684389924834,2202.004166825831
KIR,Kiribati,Com,1103.289662495,65872864.3145394,39523718.58895646,26349145.7260163,0.0,0.0,105718.559605135,131745728.631198,95.82121830640656,1246.1929969844084
KIR,Kiribati,Ind,118.72291445600001,7543814.3960501,3143255.9982979,1885953.5990305,0.0,0.0,10604.729816143,12573023.993638,89.32336158301797,1185.6053111790525
KIR,Kiribati,Res,25654.0,153595688.6518295,358389940.18760216,511985628.8394317,19257.4,119432.0,864505.9642655451,1023971257.6788634,33.69868107373295,1184.458291793041
MHL,Marshall Islands,Com,573.0,84526332.33034357,87837207.74995957,68332643.19443196,0.0,0.0,201063.18376187462,240696183.2712079,350.89560865946703,1197.1171388406535
MHL,Marshall Islands,Ind,143.0,23574929.9797186,16879251.810817,14345837.2734968,0.0,0.0,33191.157412874265,54800019.064634,232.10599589422563,1651.0427275241098
MHL,Marshall Islands,Res,11407.0,393082568.6900779,569751309.1046469,505325529.3717175,7848.2073309160005,53149.000000217,974732.0767647434,1468159407.1666267,85.4503442416712,1506.2184185418723
FSM,Micronesia,Com,2063.0,187771048.6000533,191990579.88066167,156458331.6230927,0.0,0.0,386940.41676196,536219960.1038077,187.56200521665536,1385.794651773692
FSM,Micronesia,Ind,123.0,12648829.290131219,9134035.162128024,7390368.2661459735,0.0,0.0,20060.172886999997,29173232.718405217,163.09083647967478,1454.2862059434663
FSM,Micronesia,Res,28226.0,525963023.5097711,674579769.6578628,661969315.8520952,16767.0,102843.0,1361229.59870443,1862512109.0197291,48.226089375201234,1368.2571336917754
NRU,Nauru,Com,189.37965103740288,51250537.353568375,39144774.634859316,36528459.21648378,0.0,0.0,67925.65176435921,126923771.20491147,358.6745006249048,1868.5690590827537
NRU,Nauru,Ind,109.6471883017571,46406566.88217774,23889058.47903331,19511268.57859752,0.0,0.0,33929.775046395116,89806893.93980858,309.44500786484275,2646.846134906814
NRU,Nauru,Res,2290.0,151857654.76203477,142339611.24941766,184066461.01726252,1906.35,11553.79,333958.87754434615,478263727.02871495,145.83357098006383,1432.1036486452037
NCL,New Caledonia,Com,5238.999999965,926295500.0171261,759126062.4834398,690767187.5039911,0.0,0.0,929922.499991225,2376188749.99384,177.49999999951086,2555.2546045678673
NCL,New Caledonia,Ind,564.362500003,126412582.289596,63792421.0427239,51848375.8344263,0.0,0.0,78042.218750498,242053379.165956,138.2838490333485,3101.569676533721
NCL,New Caledonia,Res,55245.286110816,3426468648.458608,5513257392.435951,4392059107.522891,85062.999999763,263702.999984199,6411229.99996842,13331785148.1768,116.05026331311225,2079.442657375023
NIU,Niue,Com,83.0,13405383.513768472,13566433.826208258,10607340.072918339,0.0,0.0,18609.097,37579157.41289507,224.20598795180726,2019.39714822783
NIU,Niue,Ind,9.0,1546996.2753578126,1139990.1107008965,1232445.7120871558,0.0,0.0,3376.8,3919432.098145865,375.20000000000005,1160.6941773708436
NIU,Niue,Res,919.0,59245011.17080805,70667097.73241581,69927471.12113373,477.0,1611.0,107245.32,199839580.0243576,116.69784548422199,1863.3874189042242
MNP,Northern Mariana Islands,Com,2418.0,1200678817.155,925658732.6803001,276665971.7216,0.0,0.0,897638.4629190317,2403003521.565,371.2317878077054,2677.0282478211434
MNP,Northern Mariana Islands,Ind,453.0,273052865.52,156396147.4372,29426898.379920002,0.0,0.0,139549.65640906163,458875911.33000004,308.0566366645952,3288.2625664437182
